variant,sample_id,action,prompt,masked_pixel_accuracy,nonmask_equality_after_copyback,palette_validity_raw,palette_validity_snapped,nearest_palette_distance_mean_raw,nearest_palette_distance_p95_raw,object_count_f1,instance_precision,instance_recall,instance_f1,extra_component_count,allowed_label_violation_count,raw_unique_palette_ids_after_nearest,copyback_unique_palette_ids,target_object_iou,target_object_iou_inside_mask,source_object_iou,source_remaining_pixels_inside_mask,action_specific_iou,edit_success,white_region_floor_or_target_accuracy,source_removed_or_replaced,old_region_target_pixels,old_region_cleared,new_region_target_present
oracle_copyback,remove_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-2_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,4,4,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-2_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5830903790087464,1.0,1.0,1.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.8,1,858,4,4,,,1.0,0,0.5830903790087464,False,0.5830903790087464,True,,,
random_fixed_palette,remove_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-2_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.02478134110787172,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1588,26,26,,,0.0,57,0.02478134110787172,False,0.02478134110787172,False,,,
I_target,remove_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-3_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing pendant_lamp ",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,3,3,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-3_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing pendant_lamp ",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,3,3,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-3_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing pendant_lamp ",0.431924882629108,1.0,1.0,1.0,0.0,0.0,0.8,0.6666666666666666,1.0,0.8,1,2420,4,4,,,0.0,2420,0.431924882629108,False,0.431924882629108,False,,,
random_fixed_palette,remove_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_remove-3_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing pendant_lamp ",0.025821596244131457,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,2999,26,26,,,0.0,117,0.025821596244131457,False,0.025821596244131457,False,,,
I_target,remove_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-1_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing armchair to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-1_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing armchair to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-1_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing armchair to v",0.5208472686733556,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,2149,7,7,,,0.0,2149,0.5208472686733556,False,0.5208472686733556,False,,,
random_fixed_palette,remove_013_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-1_4,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing armchair to v",0.02363433667781494,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,3439,26,26,,,0.0,110,0.02363433667781494,False,0.02363433667781494,False,,,
I_target,remove_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-2_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-2_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-2_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5873015873015873,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,832,7,7,,,1.0,0,0.5873015873015873,False,0.5873015873015873,True,,,
random_fixed_palette,remove_014_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-2_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.023313492063492064,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1556,26,26,,,0.0,54,0.023313492063492064,False,0.023313492063492064,False,,,
I_target,remove_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-3_10,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing table to vali",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-3_10,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing table to vali",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-3_10,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing table to vali",0.5652173913043478,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,960,7,7,,,0.0,960,0.5652173913043478,False,0.5652173913043478,False,,,
random_fixed_palette,remove_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-3_10,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing table to vali",0.022644927536231884,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1678,26,26,,,0.0,42,0.022644927536231884,False,0.022644927536231884,False,,,
I_target,remove_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-4_16,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-4_16,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-4_16,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",0.42766122766122766,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,3683,7,7,,,1.0,0,0.42766122766122766,False,0.42766122766122766,True,,,
random_fixed_palette,remove_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_remove-4_16,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing wardrobe to v",0.024864024864024864,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,4870,26,26,,,1.0,0,0.024864024864024864,False,0.024864024864024864,True,,,
I_target,remove_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.2581184086874804,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,14210,7,7,,,1.0,0,0.2581184086874804,False,0.2581184086874804,True,,,
random_fixed_palette,remove_017_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-0_18,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing double_bed to",0.025947582750339353,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,14108,26,26,,,1.0,0,0.025947582750339353,False,0.025947582750339353,True,,,
I_target,remove_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing children_cabi",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing children_cabi",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,6,6,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing children_cabi",0.4202307009760426,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,3267,7,7,,,1.0,0,0.4202307009760426,False,0.4202307009760426,True,,,
random_fixed_palette,remove_018_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-1_0,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing children_cabi",0.02981366459627329,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,4306,26,26,,,1.0,0,0.02981366459627329,False,0.02981366459627329,True,,,
I_target,remove_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-5_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-5_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-5_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5934959349593496,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,800,7,7,,,1.0,0,0.5934959349593496,False,0.5934959349593496,True,,,
random_fixed_palette,remove_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-5_8,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.022865853658536585,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1501,26,26,,,0.0,54,0.022865853658536585,False,0.022865853658536585,False,,,
I_target,remove_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-6_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
oracle_copyback,remove_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-6_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,,,1.0,0,1.0,True,1.0,True,,,
I_bad,remove_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-6_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.5934959349593496,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.8888888888888888,1,800,7,7,,,1.0,0,0.5934959349593496,False,0.5934959349593496,True,,,
random_fixed_palette,remove_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_remove-6_14,REMOVE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. REMOVE: clear the source_region containing nightstand to",0.025914634146341462,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1494,26,26,,,0.0,54,0.025914634146341462,False,0.025914634146341462,False,,,
I_target,translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,1118,1.0,True,,,0,True,True
oracle_copyback,translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,1118,1.0,True,,,0,True,True
I_bad,translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.5433939146416173,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,0.0,0.0,0.0,1118,0.0,False,,,1075,False,False
random_fixed_palette,translate_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.024300592199305696,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,3605,26,26,0.0205761316872428,0.0205761316872428,0.0205761316872428,122,0.0205761316872428,False,,,32,False,False
I_target,translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,1118,1.0,True,,,0,True,True
oracle_copyback,translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,1118,1.0,True,,,0,True,True
I_bad,translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.5433939146416173,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,0.0,0.0,0.0,1118,0.0,False,,,1118,False,False
random_fixed_palette,translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.03042679191341638,1.0,1.0,1.0,0.0,0.0,0.8888888888888888,1.0,0.8,0.8888888888888888,0,3605,26,26,0.030756442227763924,0.030756442227763924,0.030756442227763924,122,0.030756442227763924,False,,,25,False,False
I_target,translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6105263157894737,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.027819548872180452,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,2518,26,26,0.9848167539267015,0.0,0.9848167539267015,87,0.9848167539267015,False,,,12,False,False
I_target,translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6105263157894737,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,7,7,1.0,1.0,1.0,0,1.0,False,,,0,True,False
random_fixed_palette,translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.02481203007518797,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,2518,26,26,0.9848167539267015,0.0,0.9848167539267015,87,0.9848167539267015,False,,,24,False,False
I_target,translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
oracle_copyback,translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,True,,,0,True,False
I_bad,translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,TRANSLATE,"fixed-palette top-down semantic layout; white mask = repaint; black mask = preserve; preserve non-target furniture, floor, door, and window; no extra objects; no architecture leakage. TRANSLATE: clear the old_region to floor and paint exact",0.6181410974244121,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,5,5,1.0,1.0,1.0,0,1.0,False,,,0,True,False
